path,proto,label
091473.mp4,train,0
018438.mp4,train,0
080790.mp4,train,0
025928.mp4,train,0
051705.mp4,train,0
137703.mp4,train,0
131201.mp4,train,0
031315.mp4,train,0
124200.mp4,train,0
039225.mp4,train,0
075970.mp4,train,0
035948.mp4,train,0
028827.mp4,train,0
116696.mp4,train,0
016698.mp4,train,0
052443.mp4,train,0
110407.mp4,train,0
131759.mp4,train,0
042761.mp4,train,0
084029.mp4,train,0
058984.mp4,train,0
104454.mp4,train,0
069887.mp4,train,0
030807.mp4,train,0
051994.mp4,train,0
115370.mp4,train,0
120831.mp4,train,0
068699.mp4,train,0
010451.mp4,train,0
107186.mp4,train,0
057553.mp4,train,0
004403.mp4,train,0
037443.mp4,train,0
099457.mp4,train,0
070735.mp4,train,0
077253.mp4,train,0
103945.mp4,train,0
003981.mp4,train,0
092071.mp4,train,0
126424.mp4,train,0
097613.mp4,train,0
121116.mp4,train,0
075834.mp4,train,0
043369.mp4,train,0
053063.mp4,train,0
118196.mp4,train,0
037831.mp4,train,0
088318.mp4,train,0
093888.mp4,train,0
058957.mp4,train,0
075734.mp4,train,0
024236.mp4,train,0
032606.mp4,train,0
094195.mp4,train,0
068232.mp4,train,0
135090.mp4,train,0
004332.mp4,train,0
084263.mp4,train,0
003664.mp4,train,0
040794.mp4,train,0
028755.mp4,train,0
120601.mp4,train,0
023290.mp4,train,0
033333.mp4,train,0
037455.mp4,train,0
010717.mp4,train,0
006768.mp4,train,0
045203.mp4,train,0
025880.mp4,train,0
023524.mp4,train,0
118301.mp4,train,0
105026.mp4,train,0
012403.mp4,train,0
074709.mp4,train,0
124671.mp4,train,0
121681.mp4,train,0
123292.mp4,train,0
071831.mp4,train,0
031263.mp4,train,0
048520.mp4,train,0
098634.mp4,train,0
120238.mp4,train,0
023770.mp4,train,0
045394.mp4,train,0
123984.mp4,train,0
022102.mp4,train,0
102285.mp4,train,0
032445.mp4,train,0
108808.mp4,train,0
041992.mp4,train,0
058037.mp4,train,0
006110.mp4,train,0
114706.mp4,train,0
064968.mp4,train,0
085389.mp4,train,0
064689.mp4,train,0
107564.mp4,train,0
024487.mp4,train,0
020684.mp4,train,0
124093.mp4,train,0
080280.mp4,train,0
072892.mp4,train,0
103776.mp4,train,0
047460.mp4,train,0
036968.mp4,train,0
023802.mp4,train,0
056314.mp4,train,0
070172.mp4,train,0
134140.mp4,train,0
016373.mp4,train,0
039662.mp4,train,0
065241.mp4,train,0
087632.mp4,train,0
105403.mp4,train,0
076170.mp4,train,0
014743.mp4,train,0
065486.mp4,train,0
096345.mp4,train,0
032874.mp4,train,0
051221.mp4,train,0
112118.mp4,train,0
027809.mp4,train,0
074680.mp4,train,0
026110.mp4,train,0
112652.mp4,train,0
004365.mp4,train,0
028690.mp4,train,0
071325.mp4,train,0
001828.mp4,train,0
111288.mp4,train,0
025219.mp4,train,0
028815.mp4,train,0
098501.mp4,train,0
103918.mp4,train,0
017469.mp4,train,0
100287.mp4,train,0
087039.mp4,train,0
035024.mp4,train,0
010996.mp4,train,0
113613.mp4,train,0
012496.mp4,train,0
108244.mp4,train,0
135321.mp4,train,0
066904.mp4,train,0
056886.mp4,train,0
034777.mp4,train,0
021014.mp4,train,0
051254.mp4,train,0
035012.mp4,train,0
036377.mp4,train,0
122387.mp4,train,0
055167.mp4,train,0
008134.mp4,train,0
109791.mp4,train,0
022545.mp4,train,0
035726.mp4,train,0
129741.mp4,train,0
122949.mp4,train,0
040821.mp4,train,0
125560.mp4,train,0
121616.mp4,train,0
053077.mp4,train,0
097983.mp4,train,0
041590.mp4,train,0
040396.mp4,train,0
074291.mp4,train,0
084946.mp4,train,0
120519.mp4,train,0
040941.mp4,train,1
030018.mp4,train,1
134866.mp4,train,1
108711.mp4,train,1
023541.mp4,train,1
107816.mp4,train,1
117961.mp4,train,1
035171.mp4,train,1
068939.mp4,train,1
007343.mp4,train,1
017129.mp4,train,1
090526.mp4,train,1
088757.mp4,train,1
006785.mp4,train,1
063289.mp4,train,1
085060.mp4,train,1
082853.mp4,train,1
104915.mp4,train,1
057276.mp4,train,1
004815.mp4,train,1
081852.mp4,train,1
028603.mp4,train,1
091296.mp4,train,1
072297.mp4,train,1
070389.mp4,train,1
028878.mp4,train,1
063783.mp4,train,1
032039.mp4,train,1
135576.mp4,train,1
116635.mp4,train,1
063410.mp4,train,1
063513.mp4,train,1
021747.mp4,train,1
004798.mp4,train,1
072930.mp4,train,1
110428.mp4,train,1
014030.mp4,train,1
070212.mp4,train,1
106022.mp4,train,1
053478.mp4,train,1
069301.mp4,train,1
032129.mp4,train,1
125346.mp4,train,1
023129.mp4,train,1
052620.mp4,train,1
097242.mp4,train,1
064978.mp4,train,1
116071.mp4,train,1
049072.mp4,train,1
135323.mp4,train,1
050114.mp4,train,1
125174.mp4,train,1
002392.mp4,train,1
076261.mp4,train,1
025329.mp4,train,1
012307.mp4,train,1
047331.mp4,train,1
096439.mp4,train,1
053819.mp4,train,1
012394.mp4,train,1
070707.mp4,train,1
048769.mp4,train,1
017577.mp4,train,1
012948.mp4,train,1
072334.mp4,train,1
028697.mp4,train,1
106347.mp4,train,1
066036.mp4,train,1
109569.mp4,train,1
050317.mp4,train,1
039996.mp4,train,1
019968.mp4,train,1
135282.mp4,train,1
024284.mp4,train,1
106352.mp4,train,1
050271.mp4,train,1
016273.mp4,train,1
120790.mp4,train,1
062023.mp4,train,1
043617.mp4,train,1
036378.mp4,train,1
076547.mp4,train,1
070547.mp4,train,1
122496.mp4,train,1
090495.mp4,train,1
038221.mp4,train,1
008986.mp4,train,1
112320.mp4,train,1
018306.mp4,train,1
010303.mp4,train,1
060614.mp4,train,1
055811.mp4,train,1
102834.mp4,train,1
077486.mp4,train,1
130229.mp4,train,1
035249.mp4,train,1
135115.mp4,train,1
011346.mp4,train,1
086577.mp4,train,1
026128.mp4,train,1
108274.mp4,train,1
050680.mp4,train,1
045309.mp4,train,1
064185.mp4,train,1
015210.mp4,train,1
100971.mp4,train,1
064256.mp4,train,1
016294.mp4,train,1
031520.mp4,train,1
082195.mp4,train,1
126390.mp4,train,1
049844.mp4,train,1
107090.mp4,train,1
065451.mp4,train,1
013101.mp4,train,1
070084.mp4,train,1
007156.mp4,train,1
129821.mp4,train,1
132282.mp4,train,1
123906.mp4,train,1
027063.mp4,train,1
051648.mp4,train,1
043038.mp4,train,1
098905.mp4,train,1
057138.mp4,train,1
022149.mp4,train,1
086945.mp4,train,1
135673.mp4,train,1
120977.mp4,train,1
131552.mp4,train,1
068796.mp4,train,1
022468.mp4,train,1
063020.mp4,train,1
093368.mp4,train,1
051330.mp4,train,1
045962.mp4,train,1
117965.mp4,train,1
036934.mp4,train,1
108411.mp4,train,1
084403.mp4,train,1
021752.mp4,train,1
127330.mp4,train,1
105765.mp4,train,1
088925.mp4,train,1
055234.mp4,train,1
025916.mp4,train,1
048015.mp4,train,1
080937.mp4,train,1
013000.mp4,train,1
095643.mp4,train,1
092064.mp4,train,1
036831.mp4,train,1
112802.mp4,train,1
017094.mp4,train,1
037012.mp4,train,1
030925.mp4,train,1
009263.mp4,train,1
070599.mp4,train,1
068121.mp4,train,1
114093.mp4,train,1
090892.mp4,train,1
032575.mp4,train,1
091433.mp4,train,1
124981.mp4,train,1
067748.mp4,train,1
037345.mp4,train,1
012229.mp4,train,1
119246.mp4,train,1
105502.mp4,train,1
121550.mp4,train,1
086842.mp4,train,1
052015.mp4,train,1
137400.mp4,train,1
076463.mp4,train,1
126941.mp4,train,1
110694.mp4,train,1
132518.mp4,train,1
053649.mp4,train,1
124311.mp4,train,1
014393.mp4,train,1
119451.mp4,train,1
057201.mp4,train,1
001089.mp4,train,1
055540.mp4,train,1
078519.mp4,train,1
010469.mp4,train,1
135926.mp4,train,1
054437.mp4,train,1
010359.mp4,train,1
075561.mp4,train,1
088702.mp4,train,1
060219.mp4,train,1
090367.mp4,train,1
016869.mp4,train,1
040095.mp4,train,1
013531.mp4,train,1
056268.mp4,train,1
102874.mp4,train,1
079985.mp4,train,1
062257.mp4,train,1
115106.mp4,train,1
082850.mp4,train,1
004253.mp4,train,1
004087.mp4,train,1
085090.mp4,train,1
131466.mp4,train,1
131787.mp4,train,1
076306.mp4,train,1
044321.mp4,train,1
005182.mp4,train,1
112939.mp4,train,1
103225.mp4,train,1
019636.mp4,train,1
013708.mp4,train,1
057988.mp4,train,1
114836.mp4,train,1
013865.mp4,train,1
022244.mp4,train,1
052368.mp4,train,1
120935.mp4,train,1
113375.mp4,train,1
079927.mp4,train,1
044793.mp4,train,1
042645.mp4,train,1
096739.mp4,train,1
006274.mp4,train,1
038175.mp4,train,1
026670.mp4,train,1
007613.mp4,train,1
121459.mp4,train,1
055570.mp4,train,1
054883.mp4,train,1
072347.mp4,train,1
093280.mp4,train,1
040149.mp4,train,1
008644.mp4,train,1
130445.mp4,train,1
043669.mp4,train,1
030529.mp4,train,1
046869.mp4,train,1
028951.mp4,train,1
131177.mp4,train,1
125354.mp4,train,1
101939.mp4,train,1
042772.mp4,train,1
000141.mp4,train,1
102719.mp4,train,1
042892.mp4,train,1
081066.mp4,train,1
122428.mp4,train,1
036898.mp4,train,1
123792.mp4,train,1
085749.mp4,train,1
119957.mp4,train,1
050332.mp4,train,1
013369.mp4,train,1
010463.mp4,train,1
048374.mp4,train,1
058506.mp4,train,1
106189.mp4,train,1
137840.mp4,train,1
085994.mp4,train,1
111470.mp4,train,1
086085.mp4,train,1
112045.mp4,train,1
059987.mp4,train,1
016738.mp4,train,1
124031.mp4,train,1
017530.mp4,train,1
093732.mp4,train,1
002250.mp4,train,1
089218.mp4,train,1
084741.mp4,train,1
005817.mp4,train,1
103503.mp4,train,1
062116.mp4,train,1
056422.mp4,train,1
042512.mp4,train,1
032738.mp4,train,1
005349.mp4,train,1
029842.mp4,train,1
014697.mp4,train,1
005483.mp4,train,1
100066.mp4,train,1
094921.mp4,train,1
103137.mp4,train,1
117839.mp4,train,1
037535.mp4,train,1
101441.mp4,train,1
125445.mp4,train,1
102647.mp4,train,1
057056.mp4,train,1
080599.mp4,train,1
007684.mp4,train,1
107607.mp4,train,1
082547.mp4,train,1
054617.mp4,train,1
005726.mp4,train,1
115202.mp4,train,1
119161.mp4,train,1
127440.mp4,val,0
094021.mp4,val,0
003571.mp4,val,0
046220.mp4,val,0
027951.mp4,val,0
013626.mp4,val,0
009361.mp4,val,0
012791.mp4,val,0
009692.mp4,val,0
066261.mp4,val,0
134594.mp4,val,0
119544.mp4,val,0
013302.mp4,val,0
038262.mp4,val,0
108690.mp4,val,0
027419.mp4,val,0
087158.mp4,val,0
014589.mp4,val,0
093546.mp4,val,0
137953.mp4,val,0
069844.mp4,val,0
114973.mp4,val,0
078276.mp4,val,0
105022.mp4,val,0
003023.mp4,val,0
042085.mp4,val,0
096291.mp4,val,0
079782.mp4,val,0
022962.mp4,val,0
058736.mp4,val,0
135601.mp4,val,0
047963.mp4,val,0
132868.mp4,val,0
042271.mp4,val,0
000584.mp4,val,0
000241.mp4,val,0
102509.mp4,val,0
130591.mp4,val,0
059394.mp4,val,0
094787.mp4,val,0
112589.mp4,val,0
084975.mp4,val,0
103949.mp4,val,0
091645.mp4,val,0
095864.mp4,val,0
052233.mp4,val,0
069726.mp4,val,0
040548.mp4,val,0
006841.mp4,val,0
074828.mp4,val,0
012504.mp4,val,0
012634.mp4,val,0
128326.mp4,val,0
041203.mp4,val,0
068382.mp4,val,0
018417.mp4,val,0
032861.mp4,val,0
119572.mp4,val,0
047282.mp4,val,0
120752.mp4,val,0
132132.mp4,val,0
013737.mp4,val,0
091378.mp4,val,0
048742.mp4,val,0
105662.mp4,val,0
059764.mp4,val,0
070604.mp4,val,0
121552.mp4,val,0
067145.mp4,val,0
086192.mp4,val,0
114652.mp4,val,0
098706.mp4,val,0
130011.mp4,val,0
130867.mp4,val,0
083545.mp4,val,0
136530.mp4,val,0
067723.mp4,val,0
025303.mp4,val,0
000942.mp4,val,0
116289.mp4,val,0
002655.mp4,val,0
013733.mp4,val,0
094478.mp4,val,0
001166.mp4,val,0
073686.mp4,val,0
092134.mp4,val,0
081028.mp4,val,0
114095.mp4,val,0
126108.mp4,val,0
045416.mp4,val,0
070127.mp4,val,0
111745.mp4,val,0
011312.mp4,val,0
099722.mp4,val,0
115311.mp4,val,0
131718.mp4,val,0
112769.mp4,val,0
004671.mp4,val,0
046856.mp4,val,0
073618.mp4,val,0
064416.mp4,val,1
127814.mp4,val,1
005275.mp4,val,1
082404.mp4,val,1
124991.mp4,val,1
013091.mp4,val,1
021593.mp4,val,1
002591.mp4,val,1
041970.mp4,val,1
006254.mp4,val,1
014089.mp4,val,1
095960.mp4,val,1
126188.mp4,val,1
096828.mp4,val,1
136790.mp4,val,1
109834.mp4,val,1
076816.mp4,val,1
045843.mp4,val,1
099897.mp4,val,1
088912.mp4,val,1
036709.mp4,val,1
024320.mp4,val,1
065055.mp4,val,1
041612.mp4,val,1
039429.mp4,val,1
036568.mp4,val,1
037959.mp4,val,1
026933.mp4,val,1
133419.mp4,val,1
074106.mp4,val,1
099927.mp4,val,1
006883.mp4,val,1
034867.mp4,val,1
040386.mp4,val,1
130512.mp4,val,1
078396.mp4,val,1
049637.mp4,val,1
013760.mp4,val,1
136072.mp4,val,1
002613.mp4,val,1
128039.mp4,val,1
133431.mp4,val,1
020781.mp4,val,1
029864.mp4,val,1
009669.mp4,val,1
077165.mp4,val,1
009368.mp4,val,1
094002.mp4,val,1
031223.mp4,val,1
079639.mp4,val,1
108078.mp4,val,1
036885.mp4,val,1
031727.mp4,val,1
134355.mp4,val,1
051394.mp4,val,1
093728.mp4,val,1
016031.mp4,val,1
101595.mp4,val,1
075771.mp4,val,1
104985.mp4,val,1
086987.mp4,val,1
130747.mp4,val,1
084658.mp4,val,1
017361.mp4,val,1
045041.mp4,val,1
007620.mp4,val,1
061523.mp4,val,1
081501.mp4,val,1
040170.mp4,val,1
036936.mp4,val,1
016985.mp4,val,1
069509.mp4,val,1
063781.mp4,val,1
071992.mp4,val,1
117464.mp4,val,1
064726.mp4,val,1
127968.mp4,val,1
030216.mp4,val,1
072248.mp4,val,1
010992.mp4,val,1
095607.mp4,val,1
032382.mp4,val,1
092020.mp4,val,1
010036.mp4,val,1
074379.mp4,val,1
127094.mp4,val,1
033792.mp4,val,1
067308.mp4,val,1
037342.mp4,val,1
057004.mp4,val,1
025553.mp4,val,1
004124.mp4,val,1
136733.mp4,val,1
110911.mp4,val,1
032601.mp4,val,1
134164.mp4,val,1
034072.mp4,val,1
004374.mp4,val,1
027156.mp4,val,1
108886.mp4,val,1
